Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
85912,Anson,Hawket,Male,29,Japan,Fazenda Cataco Airport,BR,Brazil,SAM,South America,6/5/2022,0,Anson Hawket,On Time
50121,Arlyn,Sinclair,Female,51,Moldova,Magaruque Airport,MZ,Mozambique,AF,Africa,1/26/2022,MFW,Arlyn Sinclair,On Time
12056,Riordan,Segges,Male,48,Philippines,San Antonio Copalar Airport,MX,Mexico,NAM,North America,6/8/2022,CJT,Riordan Segges,On Time
64707,Jerad,Segot,Male,80,Afghanistan,Strahan Airport,AU,Australia,OC,Oceania,12/19/2022,SRN,Jerad Segot,Delayed
28902,Bentlee,Doonican,Male,1,Indonesia,Linfen Qiaoli Airport,CN,China,AS,Asia,8/16/2022,LFQ,Bentlee Doonican,On Time
30241,Marje,Glidden,Female,90,Indonesia,Gunnison Crested Butte Regional Airport,US,United States,NAM,North America,9/2/2022,GUC,Marje Glidden,Delayed
18437,Charla,Longridge,Female,65,Portugal,Amook Bay Seaplane Base,US,United States,NAM,North America,11/18/2022,AOS,Charla Longridge,On Time
74219,Myron,Lehr,Male,24,Vietnam,Kullu Manali Airport,IN,India,AS,Asia,6/7/2022,KUU,Myron Lehr,On Time
10533,Vincenty,Parfett,Male,77,Palestinian Territory,Haelogo Airport,PG,Papua New Guinea,OC,Oceania,3/30/2022,HEO,Vincenty Parfett,Delayed
54302,Kylila,Radolf,Female,12,China,Bragado Airport,AR,Argentina,SAM,South America,11/4/2022,QRF,Kylila Radolf,Cancelled
57812,Alon,Paradyce,Male,90,Netherlands,Zaqatala International Airport,AZ,Azerbaijan,AS,Asia,10/1/2022,ZTU,Alon Paradyce,Delayed
84988,Spencer,Terris,Male,87,Sweden,Shank Air Base,AF,Afghanistan,AS,Asia,4/1/2022,OAA,Spencer Terris,On Time
31471,Celia,Gateley,Female,19,China,Bogashevo Airport,RU,Russian Federation,AS,Asia,12/11/2022,TOF,Celia Gateley,Delayed
61061,Sharleen,Marlon,Female,7,Afghanistan,Quảng Ngãi Airfield,VN,Viet Nam,AS,Asia,5/3/2022,XNG,Sharleen Marlon,Cancelled
89665,Ruggiero,Garatty,Male,85,China,Lindi Airport,TZ,"Tanzania, United Republic of",AF,Africa,4/9/2022,LDI,Ruggiero Garatty,Cancelled
90072,Min,Faires,Female,34,Argentina,Kerrville Municipal Louis Schreiner Field,US,United States,NAM,North America,10/17/2022,ERV,Min Faires,On Time
47572,Amabel,Deluze,Female,24,Greece,Dunk Island Airport,AU,Australia,OC,Oceania,5/6/2022,DKI,Amabel Deluze,Delayed
56420,Lura,Cantera,Female,50,China,Santa Ana Del Yacuma Airport,BO,"Bolivia, Plurinational State of",SAM,South America,9/11/2022,SBL,Lura Cantera,Delayed
94726,Julieta,Jacobs,Female,20,United States,Nadzab Airport,PG,Papua New Guinea,OC,Oceania,1/19/2022,LAE,Julieta Jacobs,On Time
29918,Kassandra,Luebbert,Female,32,Mali,Galway Airport,IE,Ireland,EU,Europe,1/20/2022,GWY,Kassandra Luebbert,Delayed
81002,Sheeree,Boothroyd,Female,65,China,Loikaw Airport,MM,Myanmar,AS,Asia,7/31/2022,LIW,Sheeree Boothroyd,Cancelled
44471,Alyda,Cordel,Female,58,Zambia,Challis Airport,US,United States,NAM,North America,8/2/2022,CHL,Alyda Cordel,Cancelled
84393,Woodman,Fairbrace,Male,48,Peru,Ain el Beida Airport,DZ,Algeria,AF,Africa,6/10/2022,OGX,Woodman Fairbrace,Cancelled
18817,Lon,Masterman,Male,6,Mexico,Emerald Airport,AU,Australia,OC,Oceania,9/1/2022,EMD,Lon Masterman,Cancelled
15208,Jerrylee,Gwillym,Female,71,China,Horn Island Airport,AU,Australia,OC,Oceania,7/22/2022,HID,Jerrylee Gwillym,Cancelled
71815,Mata,Rabson,Male,13,China,Rampart Airport,US,United States,NAM,North America,11/18/2022,RMP,Mata Rabson,On Time
48679,Matthaeus,Housbie,Male,45,Russia,Shaxian Airport,CN,China,AS,Asia,2/23/2022,SQJ,Matthaeus Housbie,On Time
22321,Karlyn,Courtman,Female,38,China,Gualeguaychu Airport,AR,Argentina,SAM,South America,1/15/2022,GHU,Karlyn Courtman,Delayed
41394,Myriam,Napoleone,Female,6,Cuba,Yandina Airport,SB,Solomon Islands,OC,Oceania,4/8/2022,XYA,Myriam Napoleone,Cancelled
77595,Rodger,Cornelius,Male,31,Russia,Cavern City Air Terminal,US,United States,NAM,North America,12/18/2022,CNM,Rodger Cornelius,Delayed
93604,Cully,Sample,Male,84,Greece,Wabush Airport,CA,Canada,NAM,North America,4/5/2022,YWK,Cully Sample,On Time
98991,Buiron,McCormack,Male,24,Portugal,New Castle Airport,US,United States,NAM,North America,6/17/2022,ILG,Buiron McCormack,Cancelled
35795,Dreddy,Oates,Female,53,Brazil,Bugulma Airport,RU,Russian Federation,EU,Europe,1/20/2022,UUA,Dreddy Oates,Cancelled
41453,Odelle,McClean,Female,21,China,Masset Airport,CA,Canada,NAM,North America,7/12/2022,ZMT,Odelle McClean,Cancelled
52179,Harold,Saller,Male,9,Japan,Wasilla Airport,US,United States,NAM,North America,11/24/2022,WWA,Harold Saller,Cancelled
62467,Caril,Northway,Female,60,China,South Arkansas Regional At Goodwin Field,US,United States,NAM,North America,6/5/2022,ELD,Caril Northway,Cancelled
73203,Terencio,Gabbott,Male,13,Senegal,Rangiroa Airport,PF,French Polynesia,OC,Oceania,7/5/2022,RGI,Terencio Gabbott,On Time
10795,Dean,Lippiello,Male,78,Azerbaijan,Houston Gulf Airport,US,United States,NAM,North America,5/24/2022,SPX,Dean Lippiello,Cancelled
25039,Quinlan,Laker,Male,49,Czech Republic,Panama Pacific International Airport,PA,Panama,NAM,North America,2/6/2022,BLB,Quinlan Laker,Delayed
21972,Wainwright,Farenden,Male,31,France,Juana Azurduy De Padilla Airport,BO,"Bolivia, Plurinational State of",SAM,South America,4/12/2022,SRE,Wainwright Farenden,On Time
92908,Orsola,Baggalley,Female,82,South Africa,Wadi Halfa Airport,SD,Sudan,AF,Africa,5/4/2022,WHF,Orsola Baggalley,On Time
43081,Eldridge,Ripsher,Male,66,France,Matsapha Airport,SZ,Eswatini,AF,Africa,6/3/2022,MTS,Eldridge Ripsher,On Time
13219,Hagan,Crichten,Male,68,United States,Mojica Airport,CR,Costa Rica,NAM,North America,9/20/2022,CSC,Hagan Crichten,On Time
38037,Tiertza,McLugaish,Female,31,China,Zonguldak Airport,TR,Turkey,AS,Asia,11/14/2022,ONQ,Tiertza McLugaish,Delayed
90209,Donovan,Meharry,Male,77,China,Genoa Cristoforo Colombo Airport,IT,Italy,EU,Europe,12/2/2022,GOA,Donovan Meharry,On Time
67134,Roda,Ullyatt,Female,34,Nicaragua,Cudal Airport,AU,Australia,OC,Oceania,7/14/2022,CUG,Roda Ullyatt,Cancelled
18513,Glory,McAlinion,Female,31,South Africa,Ngukurr Airport,AU,Australia,OC,Oceania,5/7/2022,RPM,Glory McAlinion,Cancelled
77366,Olwen,Chalcraft,Female,22,Poland,Valdez Pioneer Field,US,United States,NAM,North America,3/11/2022,VDZ,Olwen Chalcraft,Cancelled
89611,Claiborn,Bransom,Male,20,Philippines,Elorza Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,9/28/2022,EOZ,Claiborn Bransom,Cancelled
27402,Jorrie,Jaulmes,Female,85,Sweden,Cuyahoga County Airport,US,United States,NAM,North America,9/23/2022,CGF,Jorrie Jaulmes,On Time
25811,Carree,Ornillos,Female,7,Kyrgyzstan,Viru Harbour Airstrip,SB,Solomon Islands,OC,Oceania,5/31/2022,VIU,Carree Ornillos,Cancelled
70829,Nell,Winspur,Female,80,Tajikistan,Parsabade Moghan Airport,IR,"Iran, Islamic Republic of",AS,Asia,2/15/2022,PFQ,Nell Winspur,Cancelled
84884,Winnie,Presho,Female,71,China,Mobile Downtown Airport,US,United States,NAM,North America,1/10/2022,BFM,Winnie Presho,Cancelled
87906,Sarajane,Akram,Female,49,Mongolia,Mayor PNP Nancy Flores Paucar Airport,PE,Peru,SAM,South America,12/9/2022,MZA,Sarajane Akram,Cancelled
47736,Gannie,Ions,Male,39,Norway,Biniguni Airport,PG,Papua New Guinea,OC,Oceania,6/1/2022,XBN,Gannie Ions,On Time
86885,Perry,Methringham,Female,15,Ivory Coast,Acadiana Regional Airport,US,United States,NAM,North America,11/19/2022,ARA,Perry Methringham,On Time
77002,Sigrid,Lapere,Female,81,Philippines,Malcolm McKinnon Airport,US,United States,NAM,North America,6/8/2022,SSI,Sigrid Lapere,On Time
15268,Annadiana,Piesing,Female,27,Poland,Kerteh Airport,MY,Malaysia,AS,Asia,6/24/2022,KTE,Annadiana Piesing,Cancelled
99151,Vicki,Pargiter,Female,53,Indonesia,Bekily Airport,MG,Madagascar,AF,Africa,4/14/2022,OVA,Vicki Pargiter,Cancelled
29045,Myrtle,Lindores,Female,18,Indonesia,Fazenda Vassoural Airport,BR,Brazil,SAM,South America,6/19/2022,0,Myrtle Lindores,Delayed
75219,Klemens,Tammadge,Male,69,Finland,Ilo Airport,PE,Peru,SAM,South America,1/18/2022,ILQ,Klemens Tammadge,Cancelled
30259,Naomi,Siburn,Female,46,China,Milford Sound Airport,NZ,New Zealand,OC,Oceania,2/4/2022,MFN,Naomi Siburn,On Time
67799,Leisha,Birtley,Female,12,Philippines,Libertador Gral D Jose De San Martin Airport,AR,Argentina,SAM,South America,1/24/2022,PSS,Leisha Birtley,On Time
95998,Halsy,Boissieux,Male,32,Indonesia,Childress Municipal Airport,US,United States,NAM,North America,5/25/2022,CDS,Halsy Boissieux,On Time
37950,Denni,Birch,Female,62,Philippines,Corisco International Airport,GQ,Equatorial Guinea,AF,Africa,10/16/2022,OCS,Denni Birch,Cancelled
12475,Monro,Hefferon,Male,23,Ukraine,Birch Creek Airport,US,United States,NAM,North America,10/13/2022,KBC,Monro Hefferon,Delayed
85860,Orbadiah,Filasov,Male,7,Portugal,Mason County Airport,US,United States,NAM,North America,3/29/2022,LDM,Orbadiah Filasov,Delayed
44590,Farand,Lawranson,Female,87,France,San Luis County Regional Airport,US,United States,NAM,North America,9/17/2022,SBP,Farand Lawranson,Cancelled
37744,Suki,Gye,Female,2,Canada,Griffing Sandusky Airport,US,United States,NAM,North America,1/30/2022,SKY,Suki Gye,On Time
65355,Lon,Osgordby,Male,47,Indonesia,Sheboygan County Memorial Airport,US,United States,NAM,North America,8/18/2022,SBM,Lon Osgordby,Delayed
11041,Falkner,Boler,Male,62,Russia,Macagua Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,11/7/2022,SFX,Falkner Boler,Delayed
54776,Almira,Laybourn,Female,67,Egypt,New Amsterdam Airport,GY,Guyana,SAM,South America,2/6/2022,QSX,Almira Laybourn,On Time
61070,Ardelle,McMahon,Female,25,Syria,Princess Juliana International Airport,SX,Sint Maarten (Dutch part),NAM,North America,10/18/2022,SXM,Ardelle McMahon,Delayed
51426,Karrah,Towsie,Female,43,Portugal,Gallup Municipal Airport,US,United States,NAM,North America,6/18/2022,GUP,Karrah Towsie,On Time
71005,Curt,Bowdery,Male,57,France,Norwood Memorial Airport,US,United States,NAM,North America,1/23/2022,OWD,Curt Bowdery,Delayed
78299,Viva,Burkert,Female,27,Finland,Île des Pins Airport,NC,New Caledonia,OC,Oceania,2/4/2022,ILP,Viva Burkert,Cancelled
43114,Coleman,Melpuss,Male,2,Brazil,Frankfurt am Main Airport,DE,Germany,EU,Europe,10/17/2022,FRA,Coleman Melpuss,Cancelled
33895,Alphonse,Heindle,Male,76,Russia,Sovetskiy Airport,RU,Russian Federation,AS,Asia,12/19/2022,OVS,Alphonse Heindle,Delayed
56899,Darleen,Pococke,Female,17,Sweden,Stoelmanseiland Airport,SR,Suriname,SAM,South America,2/5/2022,SMZ,Darleen Pococke,Cancelled
70134,Berri,De Ortega,Female,55,Peru,Foula Airfield,GB,United Kingdom,EU,Europe,11/30/2022,FOA,Berri De Ortega,Cancelled
13198,Kermy,Keyden,Male,83,China,Eureka Airport,CA,Canada,NAM,North America,9/15/2022,YEU,Kermy Keyden,On Time
41689,Stinky,Meni,Male,40,Iran,Mangochi Airport,MW,Malawi,AF,Africa,10/5/2022,MAI,Stinky Meni,Delayed
46732,Penn,Lantuff,Male,51,Greece,Cururupu Airport,BR,Brazil,SAM,South America,12/20/2022,CPU,Penn Lantuff,Delayed
61136,Guglielma,Dennehy,Female,76,Guatemala,Maleo Airport,ID,Indonesia,AS,Asia,1/11/2022,MOH,Guglielma Dennehy,Delayed
93887,Annnora,Downham,Female,55,China,Dimbokro Airport,CI,Côte d'Ivoire,AF,Africa,4/9/2022,DIM,Annnora Downham,Cancelled
95446,Andrew,McCloud,Male,9,Russia,Majkin Airport,MH,Marshall Islands,OC,Oceania,3/7/2022,MJE,Andrew McCloud,Cancelled
57591,Montague,Galle,Male,50,China,Arenal Airport,CR,Costa Rica,NAM,North America,12/27/2022,FON,Montague Galle,Cancelled
52044,Conny,Cammell,Male,56,Portugal,Magan Airport,RU,Russian Federation,EU,Europe,7/30/2022,GYG,Conny Cammell,On Time
90112,Tanya,Van Eeden,Female,79,Russia,Derby Airport,AU,Australia,OC,Oceania,11/27/2022,DRB,Tanya Van Eeden,On Time
66747,Gert,Lodeke,Female,18,Philippines,Koumac Airport,NC,New Caledonia,OC,Oceania,4/5/2022,KOC,Gert Lodeke,Delayed
66564,Una,Scading,Female,78,United States,Cassilândia Airport,BR,Brazil,SAM,South America,6/16/2022,CSS,Una Scading,Delayed
41293,Shanna,Dawley,Female,50,Indonesia,Camballin Airport,AU,Australia,OC,Oceania,5/25/2022,MYO,Shanna Dawley,Delayed
80050,Sabra,Fellgatt,Female,75,China,Garden Point Airport,AU,Australia,OC,Oceania,6/24/2022,GPN,Sabra Fellgatt,Delayed
24907,Tiff,Vakhlov,Female,54,Finland,Southdowns Airport,ZM,Zambia,AF,Africa,7/21/2022,KIW,Tiff Vakhlov,On Time
31402,Richmond,Mc Caughan,Male,85,China,Rugao Air Base,CN,China,AS,Asia,8/6/2022,RUG,Richmond Mc Caughan,Cancelled
29859,Kandace,Probert,Female,59,Thailand,Etimesgut Air Base,TR,Turkey,AS,Asia,6/15/2022,ANK,Kandace Probert,Cancelled
75419,Ryann,Trawin,Female,19,Philippines,Ricardo García Posada Airport,CL,Chile,SAM,South America,10/3/2022,ESR,Ryann Trawin,Delayed
81795,Aylmar,Harness,Male,36,China,Teuku Cut Ali Airport,ID,Indonesia,AS,Asia,5/9/2022,TPK,Aylmar Harness,Cancelled
38300,Bobbee,Schultes,Female,30,China,Three Rivers Municipal Dr Haines Airport,US,United States,NAM,North America,11/7/2022,HAI,Bobbee Schultes,On Time
63176,Hewitt,Bridson,Male,10,Vietnam,Elista Airport,RU,Russian Federation,EU,Europe,10/16/2022,ESL,Hewitt Bridson,Cancelled
79594,Hazel,Edelmann,Female,2,Portugal,Tabal Airstrip,MH,Marshall Islands,OC,Oceania,2/15/2022,TBV,Hazel Edelmann,On Time
52242,Janenna,Cherrie,Female,57,Canada,Southern Wisconsin Regional Airport,US,United States,NAM,North America,3/6/2022,JVL,Janenna Cherrie,Cancelled
51392,Lynnelle,Rosenbush,Female,62,Nicaragua,Coimbatore International Airport,IN,India,AS,Asia,11/4/2022,CJB,Lynnelle Rosenbush,On Time
86885,Clark,Santhouse,Male,75,France,Al Wajh Domestic Airport,SA,Saudi Arabia,AS,Asia,4/11/2022,EJH,Clark Santhouse,Cancelled
70974,Allyn,Weeke,Female,35,Greece,Blytheville Municipal Airport,US,United States,NAM,North America,3/25/2022,HKA,Allyn Weeke,Cancelled
22559,Nance,Waker,Female,58,France,Guapiles Airport,CR,Costa Rica,NAM,North America,7/31/2022,GPL,Nance Waker,Cancelled
82191,Sandie,Peert,Female,72,Ethiopia,Benton Field,US,United States,NAM,North America,1/23/2022,BZF,Sandie Peert,Cancelled
56333,Jemmie,Barttrum,Female,80,Poland,Kherson International Airport,UA,Ukraine,EU,Europe,11/3/2022,KHE,Jemmie Barttrum,On Time
56471,Zorine,Oldred,Female,85,Indonesia,Nakhchivan Airport,AZ,Azerbaijan,AS,Asia,12/15/2022,NAJ,Zorine Oldred,On Time
65075,Alvira,Ackrill,Female,9,France,Bannu Airport,PK,Pakistan,AS,Asia,5/22/2022,BNP,Alvira Ackrill,Cancelled
37061,Buiron,Mullin,Male,74,Philippines,Austin Straubel International Airport,US,United States,NAM,North America,6/13/2022,GRB,Buiron Mullin,Cancelled
64929,Cara,Overton,Female,84,China,Sissano Airport,PG,Papua New Guinea,OC,Oceania,7/18/2022,SIZ,Cara Overton,On Time
36851,Weylin,Lob,Male,41,Canada,Jaluit Airport,MH,Marshall Islands,OC,Oceania,9/25/2022,UIT,Weylin Lob,Delayed
19414,Howey,Kleuer,Male,9,Russia,Churchill Airport,CA,Canada,NAM,North America,5/11/2022,YYQ,Howey Kleuer,Delayed
52890,Bethanne,Pettegree,Female,78,China,Hsinchu Air Base,TW,"Taiwan, Province of China",AS,Asia,3/23/2022,HSZ,Bethanne Pettegree,On Time
61416,Doralin,Bagnall,Female,46,Norway,Kigoma Airport,TZ,"Tanzania, United Republic of",AF,Africa,10/21/2022,TKQ,Doralin Bagnall,On Time
23848,Marie-jeanne,Caush,Female,20,Russia,Otu Airport,CO,Colombia,SAM,South America,4/7/2022,OTU,Marie-jeanne Caush,On Time
27475,Iggy,Vodden,Male,45,Russia,Alpha Airport,AU,Australia,OC,Oceania,1/8/2022,ABH,Iggy Vodden,Cancelled
69602,Kate,Sycamore,Female,66,Malaysia,Tauta Airport,PG,Papua New Guinea,OC,Oceania,3/26/2022,TUT,Kate Sycamore,On Time
94802,Inesita,Lount,Female,52,Indonesia,Mbuji Mayi Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,10/28/2022,MJM,Inesita Lount,Delayed
16581,Katinka,Aizikovich,Female,29,Indonesia,Jijel Ferhat Abbas Airport,DZ,Algeria,AF,Africa,7/18/2022,GJL,Katinka Aizikovich,On Time
99074,Lanie,McCool,Male,10,Thailand,Abingdon Downs Airport,AU,Australia,OC,Oceania,9/20/2022,ABG,Lanie McCool,On Time
83415,Mariel,Acres,Female,36,Philippines,Bao'anying Airport,CN,China,AS,Asia,5/2/2022,PZI,Mariel Acres,Delayed
58286,Chrissy,Bouch,Male,52,Norway,Bellona/Anua Airport,SB,Solomon Islands,OC,Oceania,9/30/2022,BNY,Chrissy Bouch,Delayed
29117,Henka,Haxell,Female,72,Macao,Vichadero Airport,UY,Uruguay,SAM,South America,2/7/2022,VCH,Henka Haxell,Cancelled
81716,Kincaid,Giovanardi,Male,27,Indonesia,Burns Lake Airport,CA,Canada,NAM,North America,12/10/2022,YPZ,Kincaid Giovanardi,Delayed
39373,Burch,Kaygill,Male,2,Russia,Batticaloa Airport,LK,Sri Lanka,AS,Asia,2/15/2022,BTC,Burch Kaygill,Cancelled
56474,August,Chapling,Male,50,Lithuania,Zonguldak Airport,TR,Turkey,AS,Asia,8/8/2022,ONQ,August Chapling,Delayed
60961,Ax,Bowser,Male,64,Tajikistan,Lake Baringo Airport,KE,Kenya,AF,Africa,7/17/2022,LBN,Ax Bowser,Cancelled
89672,Burtie,Kalb,Male,49,Philippines,Nicosia International Airport,CY,Cyprus,AS,Asia,6/7/2022,NIC,Burtie Kalb,Cancelled
84619,Tobe,Struther,Female,52,Poland,DLF Airport,US,United States,NAM,North America,10/22/2022,DLF,Tobe Struther,On Time
26569,Arvie,Guillet,Male,59,United Kingdom,Barrow Island Airport,AU,Australia,OC,Oceania,2/3/2022,BWB,Arvie Guillet,Cancelled
74316,Aharon,Ritelli,Male,67,Argentina,Karumba Airport,AU,Australia,OC,Oceania,4/30/2022,KRB,Aharon Ritelli,Delayed
90700,Mommy,McCarlich,Female,45,Indonesia,Futaleufú Airport,CL,Chile,SAM,South America,5/7/2022,FFU,Mommy McCarlich,On Time
80912,Maggee,Dacca,Female,53,China,Kullu Manali Airport,IN,India,AS,Asia,1/27/2022,KUU,Maggee Dacca,On Time
10711,Glory,Palluschek,Female,50,Peru,Manguna Airport,PG,Papua New Guinea,OC,Oceania,10/4/2022,MFO,Glory Palluschek,Delayed
78702,Ansell,Gothup,Male,27,Canada,Rodelillo Airport,CL,Chile,SAM,South America,2/17/2022,VAP,Ansell Gothup,On Time
42592,Katha,Dorling,Female,82,China,Zamboanga International Airport,PH,Philippines,AS,Asia,4/5/2022,ZAM,Katha Dorling,On Time
96361,Trevor,Skamell,Male,12,Philippines,Blue Lagoon Seaplane Base,FJ,Fiji,OC,Oceania,5/26/2022,BXL,Trevor Skamell,On Time
95467,Domenico,Winslett,Male,1,France,Buriti Alegre Airport,BR,Brazil,SAM,South America,11/1/2022,0,Domenico Winslett,Cancelled
76336,Mata,Wickendon,Male,68,China,Freeman Municipal Airport,US,United States,NAM,North America,3/4/2022,SER,Mata Wickendon,Cancelled
77296,Kath,Giacovazzo,Female,69,Czech Republic,Kenieba Airport,ML,Mali,AF,Africa,7/14/2022,KNZ,Kath Giacovazzo,Cancelled
71663,Dwight,Rantoull,Male,72,Japan,Bitburg Airport,DE,Germany,EU,Europe,7/18/2022,BBJ,Dwight Rantoull,On Time
69581,Taite,Dietzler,Male,24,Brazil,Tasu Water Aerodrome,CA,Canada,NAM,North America,8/8/2022,YTU,Taite Dietzler,Cancelled
42501,Sallyanne,Sarginson,Female,63,Georgia,Gorakhpur Airport,IN,India,AS,Asia,9/3/2022,GOP,Sallyanne Sarginson,On Time
64602,Valle,Tootell,Male,62,Ireland,Mfuwe Airport,ZM,Zambia,AF,Africa,2/23/2022,MFU,Valle Tootell,Cancelled
33629,Christophorus,Dinnage,Male,31,Thailand,Quonset State Airport,US,United States,NAM,North America,5/15/2022,NCO,Christophorus Dinnage,On Time
47869,Tuck,Lynas,Male,20,Ireland,Benbecula Airport,GB,United Kingdom,EU,Europe,8/7/2022,BEB,Tuck Lynas,On Time
81388,Jourdain,Paulsen,Male,54,Syria,Nassau Paradise Island Airport,BS,Bahamas,NAM,North America,8/27/2022,PID,Jourdain Paulsen,Delayed
76898,Elinore,Parsley,Female,67,Indonesia,Bakalalan Airport,MY,Malaysia,AS,Asia,11/19/2022,BKM,Elinore Parsley,Delayed
27321,Stanwood,Biddle,Male,66,Colombia,Pedernales Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,6/24/2022,PDZ,Stanwood Biddle,Cancelled
40862,Pia,Knapman,Female,78,Japan,Yellowknife Airport,CA,Canada,NAM,North America,1/24/2022,YZF,Pia Knapman,Cancelled
20995,Binny,Grigolon,Female,13,China,Perth Jandakot Airport,AU,Australia,OC,Oceania,8/28/2022,JAD,Binny Grigolon,Cancelled
55288,Amara,Robins,Female,79,Uruguay,Boone Municipal Airport,US,United States,NAM,North America,3/18/2022,BNW,Amara Robins,On Time
93235,Nariko,Collibear,Female,24,China,Penticton Airport,CA,Canada,NAM,North America,5/13/2022,YYF,Nariko Collibear,On Time
34992,Reilly,Janout,Male,6,Mauritius,Leon Airport,ES,Spain,EU,Europe,1/10/2022,LEN,Reilly Janout,Cancelled
74835,Galvin,Harbottle,Male,7,Russia,Nomane Airport,PG,Papua New Guinea,OC,Oceania,11/14/2022,NMN,Galvin Harbottle,On Time
25877,Crawford,Dongate,Male,23,South Korea,Varkaus Airport,FI,Finland,EU,Europe,11/14/2022,VRK,Crawford Dongate,Cancelled
72013,Bunny,Dowdell,Female,16,Croatia,Kerang Airport,AU,Australia,OC,Oceania,4/22/2022,KRA,Bunny Dowdell,Delayed
98771,Belia,Aire,Female,82,Costa Rica,Victoria International Airport,CA,Canada,NAM,North America,12/30/2022,YYJ,Belia Aire,Delayed
36621,Lennie,Dobey,Male,68,Vietnam,Halim Perdanakusuma International Airport,ID,Indonesia,AS,Asia,8/2/2022,HLP,Lennie Dobey,Delayed
47614,Davey,Schoolfield,Male,15,Indonesia,Mesa Del Rey Airport,US,United States,NAM,North America,9/14/2022,KIC,Davey Schoolfield,On Time
15023,Heriberto,Klemke,Male,67,Vietnam,Moulay Ali Cherif Airport,MA,Morocco,AF,Africa,8/16/2022,ERH,Heriberto Klemke,On Time
52467,Cynthia,Pickett,Female,48,Russia,Igloolik Airport,CA,Canada,NAM,North America,12/14/2022,YGT,Cynthia Pickett,On Time
28680,Marsiella,Kendrew,Female,3,China,Matsapha Airport,SZ,Eswatini,AF,Africa,5/20/2022,MTS,Marsiella Kendrew,Cancelled
47231,Hayyim,Poag,Male,67,Serbia,Nan Airport,TH,Thailand,AS,Asia,9/13/2022,NNT,Hayyim Poag,On Time
20449,Bartholomeo,Tarn,Male,61,Poland,Gillette Campbell County Airport,US,United States,NAM,North America,4/24/2022,GCC,Bartholomeo Tarn,Delayed
92452,Kakalina,Granville,Female,35,Indonesia,Jijel Ferhat Abbas Airport,DZ,Algeria,AF,Africa,7/6/2022,GJL,Kakalina Granville,Delayed
62546,Winny,Clendening,Male,61,Finland,Donnelly Airport,CA,Canada,NAM,North America,12/8/2022,YOE,Winny Clendening,Delayed
56374,Lula,Ricardet,Female,14,Spain,Toledo Airport,BR,Brazil,SAM,South America,1/22/2022,TOW,Lula Ricardet,On Time
75420,Wilow,Stuttard,Female,35,Portugal,Macdonald Downs Airport,AU,Australia,OC,Oceania,10/11/2022,MNW,Wilow Stuttard,Delayed
72047,Daniel,Mellanby,Male,33,Russia,Caviahue Airport,AR,Argentina,SAM,South America,12/11/2022,CVH,Daniel Mellanby,Delayed
71882,Homer,Sooley,Male,57,Rwanda,Milano Linate Airport,IT,Italy,EU,Europe,1/5/2022,LIN,Homer Sooley,On Time
35222,Federico,MacKeever,Male,13,Malaysia,Lošinj Island Airport,HR,Croatia,EU,Europe,6/20/2022,LSZ,Federico MacKeever,Cancelled
59846,Judd,Hylton,Male,43,Indonesia,Hill Air Force Base,US,United States,NAM,North America,1/19/2022,HIF,Judd Hylton,On Time
87738,Elberta,Coorington,Female,67,Indonesia,Moengo Airstrip,SR,Suriname,SAM,South America,9/8/2022,MOJ,Elberta Coorington,Delayed
71587,Korrie,Powelee,Female,44,Peru,Havre City County Airport,US,United States,NAM,North America,5/15/2022,HVR,Korrie Powelee,Cancelled
57069,Obie,Inger,Male,79,Uzbekistan,Shindand Airport,AF,Afghanistan,AS,Asia,4/12/2022,OAH,Obie Inger,On Time
18602,Trudey,Loudiane,Female,24,Thailand,Hinthada Airport,MM,Myanmar,AS,Asia,9/11/2022,HEB,Trudey Loudiane,On Time
79325,Betta,Tansill,Female,35,Guatemala,Cloncurry Airport,AU,Australia,OC,Oceania,1/12/2022,CNJ,Betta Tansill,Cancelled
27391,Prentice,Culleton,Male,86,Poland,Buttonville Municipal Airport,CA,Canada,NAM,North America,10/30/2022,YKZ,Prentice Culleton,Cancelled
72523,Benjy,Vasilik,Male,87,Vietnam,Douglas Municipal Airport,US,United States,NAM,North America,5/9/2022,DGL,Benjy Vasilik,Cancelled
34733,Mal,Dove,Male,76,Austria,Machado Airport,BR,Brazil,SAM,South America,12/30/2022,0,Mal Dove,On Time
42400,Farrel,Davis,Male,40,Ukraine,Dongying Shengli Airport,CN,China,AS,Asia,1/19/2022,DOY,Farrel Davis,Cancelled
75990,Haleigh,Ondra,Female,16,China,Fleetlands Heliport,GB,United Kingdom,EU,Europe,8/18/2022,PME,Haleigh Ondra,On Time
36812,Evelina,Doog,Female,75,Sweden,La Macarena Airport,CO,Colombia,SAM,South America,7/13/2022,LMC,Evelina Doog,On Time
74589,Thorpe,Gligoraci,Male,39,Trinidad and Tobago,Fremont Municipal Airport,US,United States,NAM,North America,5/17/2022,FET,Thorpe Gligoraci,Delayed
